ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,Christmas Day,Christmas Day_lower,Christmas Day_upper,Columbus Day,Columbus Day_lower,Columbus Day_upper,Independence Day,Independence Day_lower,Independence Day_upper,Independence Day (Observed),Independence Day (Observed)_lower,Independence Day (Observed)_upper,Labor Day,Labor Day_lower,Labor Day_upper,Martin Luther King Jr. Day,Martin Luther King Jr. Day_lower,Martin Luther King Jr. Day_upper,Memorial Day,Memorial Day_lower,Memorial Day_upper,New Year's Day,New Year's Day_lower,New Year's Day_upper,Sunday,Sunday_lower,Sunday_upper,Thanksgiving,Thanksgiving_lower,Thanksgiving_upper,Veterans Day,Veterans Day_lower,Veterans Day_upper,Veterans Day (Observed),Veterans Day (Observed)_lower,Veterans Day (Observed)_upper,Washington's Birthday,Washington's Birthday_lower,Washington's Birthday_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,holidays,holidays_lower,holidays_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2019-04-18,22.337235771071867,2.1028041186912754,31.195165624993557,22.337235771071867,22.337235771071867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.270321418199842,-5.270321418199842,-5.270321418199842,-9.818957136537001,-9.818957136537001,-9.818957136537001,0.0,0.0,0.0,5.995660278175469,5.995660278175469,5.995660278175469,-1.4470245598383094,-1.4470245598383094,-1.4470245598383094,0.0,0.0,0.0,17.066914352872026
2019-04-19,22.335822177009828,-6.401275687792568,23.863453770560856,22.33582217700983,22.33582217700983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.186467264494041,-13.186467264494041,-13.186467264494041,-9.818957136537001,-9.818957136537001,-9.818957136537001,0.0,0.0,0.0,-2.2077985879808812,-2.2077985879808812,-2.2077985879808812,-1.1597115399761548,-1.1597115399761548,-1.1597115399761548,0.0,0.0,0.0,9.149354912515786
2019-04-20,22.334408582947795,-10.2141663306069,20.5271030565854,22.334408582947795,22.334408582947795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.230566963876218,-17.230566963876218,-17.230566963876218,-9.818957136537001,-9.818957136537001,-9.818957136537001,0.0,0.0,0.0,-6.565658711286767,-6.565658711286767,-6.565658711286767,-0.8459511160524448,-0.8459511160524448,-0.8459511160524448,0.0,0.0,0.0,5.103841619071577
2019-04-21,22.332994988885755,-1.257618779509167,29.806485730104722,22.332994988885755,22.332994988885755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.099833442943398,-9.099833442943398,-9.099833442943398,-9.818957136537001,-9.818957136537001,-9.818957136537001,0.0,0.0,0.0,1.2273696426123242,1.2273696426123242,1.2273696426123242,-0.5082459490187183,-0.5082459490187183,-0.5082459490187183,0.0,0.0,0.0,13.233161545942357
2019-04-22,22.33158139482372,1.1845603702117893,31.77734420092883,22.33158139482372,22.33158139482372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.592713782425288,-6.592713782425288,-6.592713782425288,-9.818957136537001,-9.818957136537001,-9.818957136537001,0.0,0.0,0.0,3.3761821210367335,3.3761821210367335,3.3761821210367335,-0.14993876692501923,-0.14993876692501923,-0.14993876692501923,0.0,0.0,0.0,15.73886761239843
2019-04-23,22.33016780076168,-1.2354601844915591,29.453744275252184,22.33016780076168,22.33016780076168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.594033340591126,-8.594033340591126,-8.594033340591126,-9.818957136537001,-9.818957136537001,-9.818957136537001,0.0,0.0,0.0,1.0001044295904529,1.0001044295904529,1.0001044295904529,0.2248193663554245,0.2248193663554245,0.2248193663554245,0.0,0.0,0.0,13.736134460170552
2019-04-24,22.328754206699642,-3.987920586918986,26.03825417636792,22.328754206699642,22.328754206699642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.03368823883932,-12.03368823883932,-12.03368823883932,-9.818957136537001,-9.818957136537001,-9.818957136537001,0.0,0.0,0.0,-2.825859172133124,-2.825859172133124,-2.825859172133124,0.6111280698308051,0.6111280698308051,0.6111280698308051,0.0,0.0,0.0,10.295065967860323
2019-04-25,22.32734061263761,3.7287200572701944,34.271386827467715,22.32734061263761,22.32734061263761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8198737348037026,-2.8198737348037026,-2.8198737348037026,-9.818957136537001,-9.818957136537001,-9.818957136537001,0.0,0.0,0.0,5.995660278182658,5.995660278182658,5.995660278182658,1.0034231235506423,1.0034231235506423,1.0034231235506423,0.0,0.0,0.0,19.507466877833906
2019-04-26,22.32592701857557,-3.6547575496838918,26.46423168916366,22.32592701857557,22.32592701857557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.631169021779908,-10.631169021779908,-10.631169021779908,-9.818957136537001,-9.818957136537001,-9.818957136537001,0.0,0.0,0.0,-2.2077985879716975,-2.2077985879716975,-2.2077985879716975,1.395586702728791,1.395586702728791,1.395586702728791,0.0,0.0,0.0,11.694757996795662
2019-04-27,22.324513424513533,-8.041894912096751,22.61612167979098,22.324513424513533,22.324513424513533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.603536023452582,-14.603536023452582,-14.603536023452582,-9.818957136537001,-9.818957136537001,-9.818957136537001,0.0,0.0,0.0,-6.565658711289305,-6.565658711289305,-6.565658711289305,1.7810798243737234,1.7810798243737234,1.7810798243737234,0.0,0.0,0.0,7.720977401060951
2019-04-28,22.323099830451493,0.9115622256742412,30.629128887736336,22.323099830451493,22.323099830451493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.438493807896984,-6.438493807896984,-6.438493807896984,-9.818957136537001,-9.818957136537001,-9.818957136537001,0.0,0.0,0.0,1.2273696425836653,1.2273696425836653,1.2273696425836653,2.1530936860563528,2.1530936860563528,2.1530936860563528,0.0,0.0,0.0,15.88460602255451
2019-04-29,22.32168623638946,2.5305034807175604,34.29744054396682,22.32168623638946,22.32168623638946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.938059127318849,-3.938059127318849,-3.938059127318849,-9.818957136537001,-9.818957136537001,-9.818957136537001,0.0,0.0,0.0,3.376182121032589,3.376182121032589,3.376182121032589,2.5047158881855647,2.5047158881855647,2.5047158881855647,0.0,0.0,0.0,18.383627109070613
2019-04-30,22.32027264232742,1.5072578681523892,32.040756699609894,22.32027264232742,22.32027264232742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.989745751983378,-5.989745751983378,-5.989745751983378,-9.818957136537001,-9.818957136537001,-9.818957136537001,0.0,0.0,0.0,1.0001044295919612,1.0001044295919612,1.0001044295919612,2.8291069549616625,2.8291069549616625,2.8291069549616625,0.0,0.0,0.0,16.330526890344043
2019-05-01,22.318859048265384,-2.6191461392809434,27.298066640036385,22.318859048265384,22.318859048265384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.525134183598599,-9.525134183598599,-9.525134183598599,-9.818957136537001,-9.818957136537001,-9.818957136537001,0.0,0.0,0.0,-2.825859172130709,-2.825859172130709,-2.825859172130709,3.119682125069112,3.119682125069112,3.119682125069112,0.0,0.0,0.0,12.793724864666785
2019-05-02,22.317445454203344,6.354912015939239,37.68482218095005,22.317445454203344,22.317445454203344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4530037709524608,-0.4530037709524608,-0.4530037709524608,-9.818957136537001,-9.818957136537001,-9.818957136537001,0.0,0.0,0.0,5.9956602781728465,5.9956602781728465,5.9956602781728465,3.370293087411695,3.370293087411695,3.370293087411695,0.0,0.0,0.0,21.864441683250885
2019-05-03,22.31603186014131,-1.2436685958469795,28.382717254195676,22.31603186014131,22.31603186014131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.451351522884245,-8.451351522884245,-8.451351522884245,-9.818957136537001,-9.818957136537001,-9.818957136537001,0.0,0.0,0.0,-2.207798587969715,-2.207798587969715,-2.207798587969715,3.575404201622472,3.575404201622472,3.575404201622472,0.0,0.0,0.0,13.864680337257067
2019-05-04,22.314618266079272,-4.427514039323003,24.555391475071694,22.314618266079272,22.314618266079272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.65435807318088,-12.65435807318088,-12.65435807318088,-9.818957136537001,-9.818957136537001,-9.818957136537001,0.0,0.0,0.0,-6.565658711279217,-6.565658711279217,-6.565658711279217,3.730257774635339,3.730257774635339,3.730257774635339,0.0,0.0,0.0,9.660260192898392
2019-05-05,22.313204672017235,2.6201206727408173,33.27452817839547,22.313204672017235,22.313204672017235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.760564328710961,-4.760564328710961,-4.760564328710961,-9.818957136537001,-9.818957136537001,-9.818957136537001,0.0,0.0,0.0,1.2273696425939526,1.2273696425939526,1.2273696425939526,3.8310231652320885,3.8310231652320885,3.8310231652320885,0.0,0.0,0.0,17.552640343306273
2019-05-06,22.311791077955196,4.660002980352665,34.30130856139189,22.311791077955196,22.311791077955196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.567850160785254,-2.567850160785254,-2.567850160785254,-9.818957136537001,-9.818957136537001,-9.818957136537001,0.0,0.0,0.0,3.3761821210387866,3.3761821210387866,3.3761821210387866,3.8749248547129636,3.8749248547129636,3.8749248547129636,0.0,0.0,0.0,19.74394091716994
2019-05-07,22.31037748718195,2.312570578336488,32.36027518582265,22.31037748718195,22.31037748718195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.958507561731021,-4.958507561731021,-4.958507561731021,-9.818957136537001,-9.818957136537001,-9.818957136537001,0.0,0.0,0.0,1.0001044295844463,1.0001044295844463,1.0001044295844463,3.860345145221535,3.860345145221535,3.860345145221535,0.0,0.0,0.0,17.351869925450927
2019-05-08,22.3089638964087,-1.766317013515053,27.720611588547175,22.3089638964087,22.3089638964087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.857918494490486,-8.857918494490486,-8.857918494490486,-9.818957136537001,-9.818957136537001,-9.818957136537001,0.0,0.0,0.0,-2.8258591721260813,-2.8258591721260813,-2.8258591721260813,3.786897814172598,3.786897814172598,3.786897814172598,0.0,0.0,0.0,13.451045401918213
2019-05-09,22.30755030563545,7.399478522503923,36.47273645653202,22.30755030563545,22.30755030563545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16782701286965468,-0.16782701286965468,-0.16782701286965468,-9.818957136537001,-9.818957136537001,-9.818957136537001,0.0,0.0,0.0,5.995660278178318,5.995660278178318,5.995660278178318,3.65546984548903,3.65546984548903,3.65546984548903,0.0,0.0,0.0,22.139723292765794
2019-05-10,22.306136714862195,-1.9405991534827476,27.972992934096027,22.306136714862195,22.306136714862195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.55852647078194,-8.55852647078194,-8.55852647078194,-9.818957136537001,-9.818957136537001,-9.818957136537001,0.0,0.0,0.0,-2.2077985879736333,-2.2077985879736333,-2.2077985879736333,3.468229253728694,3.468229253728694,3.468229253728694,0.0,0.0,0.0,13.747610244080255
2019-05-11,22.304723124088945,-4.607546954825353,23.683878319407704,22.304723124088945,22.304723124088945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.156017858121178,-13.156017858121178,-13.156017858121178,-9.818957136537001,-9.818957136537001,-9.818957136537001,0.0,0.0,0.0,-6.565658711296864,-6.565658711296864,-6.565658711296864,3.2285979897126897,3.2285979897126897,3.2285979897126897,0.0,0.0,0.0,9.148705265967767
2019-05-12,22.303309533315698,0.9622612315233522,31.8746680264774,22.303309533315698,22.303309533315698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.650397556392254,-5.650397556392254,-5.650397556392254,-9.818957136537001,-9.818957136537001,-9.818957136537001,0.0,0.0,0.0,1.2273696425901144,1.2273696425901144,1.2273696425901144,2.941189937554634,2.941189937554634,2.941189937554634,0.0,0.0,0.0,16.652911976923445
2019-05-13,22.301895942542448,4.301737425121075,33.917025437813145,22.301895942542448,22.301895942542448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.8310599630839124,-3.8310599630839124,-3.8310599630839124,-9.818957136537001,-9.818957136537001,-9.818957136537001,0.0,0.0,0.0,3.376182121024298,3.376182121024298,3.376182121024298,2.6117150524287918,2.6117150524287918,2.6117150524287918,0.0,0.0,0.0,18.470835979458535
2019-05-14,22.300482351769197,-0.03969562218016905,31.305062192838164,22.300482351769197,22.300482351769197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.57200099222124,-6.57200099222124,-6.57200099222124,-9.818957136537001,-9.818957136537001,-9.818957136537001,0.0,0.0,0.0,1.0001044295880297,1.0001044295880297,1.0001044295880297,2.2468517147277316,2.2468517147277316,2.2468517147277316,0.0,0.0,0.0,15.728481359547956
2019-05-15,22.299068760995947,-4.223089983159402,26.60453448889905,22.299068760995947,22.299068760995947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.790725950913734,-10.790725950913734,-10.790725950913734,-9.818957136537001,-9.818957136537001,-9.818957136537001,0.0,0.0,0.0,-2.8258591721441664,-2.8258591721441664,-2.8258591721441664,1.8540903577674364,1.8540903577674364,1.8540903577674364,0.0,0.0,0.0,11.508342810082214
2019-05-16,22.297655170222693,5.5112383762741874,34.73178677919758,22.297655170222693,22.297655170222693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3817445258093954,-2.3817445258093954,-2.3817445258093954,-9.818957136537001,-9.818957136537001,-9.818957136537001,0.0,0.0,0.0,5.995660278177007,5.995660278177007,5.995660278177007,1.4415523325506,1.4415523325506,1.4415523325506,0.0,0.0,0.0,19.915910644413298
2019-05-17,22.296241579449447,-3.941454258920532,26.48737352849774,22.296241579449447,22.296241579449447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.008966949103819,-11.008966949103819,-11.008966949103819,-9.818957136537001,-9.818957136537001,-9.818957136537001,0.0,0.0,0.0,-2.2077985879775515,-2.2077985879775515,-2.2077985879775515,1.0177887754107362,1.0177887754107362,1.0177887754107362,0.0,0.0,0.0,11.287274630345628
2019-05-18,22.294827988676197,-8.195831748066267,20.392806398570265,22.294827988676197,22.294827988676197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.793050930933477,-15.793050930933477,-15.793050930933477,-9.818957136537001,-9.818957136537001,-9.818957136537001,0.0,0.0,0.0,-6.565658711284293,-6.565658711284293,-6.565658711284293,0.5915649168878186,0.5915649168878186,0.5915649168878186,0.0,0.0,0.0,6.50177705774272
2019-05-19,22.293414397902946,-1.3061015620246057,28.76783596069153,22.293414397902946,22.293414397902946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.419951703474421,-8.419951703474421,-8.419951703474421,-9.818957136537001,-9.818957136537001,-9.818957136537001,0.0,0.0,0.0,1.227369642595053,1.227369642595053,1.227369642595053,0.17163579046752733,0.17163579046752733,0.17163579046752733,0.0,0.0,0.0,13.873462694428525
2019-05-20,22.292000807129696,0.11813442153558708,31.787113192821003,22.292000807129696,22.292000807129696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.676255365588731,-6.676255365588731,-6.676255365588731,-9.818957136537001,-9.818957136537001,-9.818957136537001,0.0,0.0,0.0,3.376182121035426,3.376182121035426,3.376182121035426,-0.23348035008715617,-0.23348035008715617,-0.23348035008715617,0.0,0.0,0.0,15.615745441540966
2019-05-21,22.29058721635645,-2.410391830439936,28.00421213202951,22.29058721635645,22.29058721635645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.43457713621477,-9.43457713621477,-9.43457713621477,-9.818957136537001,-9.818957136537001,-9.818957136537001,0.0,0.0,0.0,1.0001044295850272,1.0001044295850272,1.0001044295850272,-0.6157244292627945,-0.6157244292627945,-0.6157244292627945,0.0,0.0,0.0,12.85601008014168
2019-05-22,22.28917362486335,-6.125608140890232,24.4386073572588,22.289173624863345,22.289173624863345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.612524621505377,-13.612524621505377,-13.612524621505377,-9.818957136537001,-9.818957136537001,-9.818957136537001,0.0,0.0,0.0,-2.825859172139539,-2.825859172139539,-2.825859172139539,-0.967708312828837,-0.967708312828837,-0.967708312828837,0.0,0.0,0.0,8.676649003357971
2019-05-23,22.287760033370244,1.8151342409812128,33.19701972071653,22.28776003337024,22.28776003337024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.106206559670309,-5.106206559670309,-5.106206559670309,-9.818957136537001,-9.818957136537001,-9.818957136537001,0.0,0.0,0.0,5.995660278184195,5.995660278184195,5.995660278184195,-1.2829097013175006,-1.2829097013175006,-1.2829097013175006,0.0,0.0,0.0,17.181553473699935
2019-05-24,22.286346441877143,-6.58861653955575,22.851386692395998,22.286346441877143,22.286346441877143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.582600050859982,-13.582600050859982,-13.582600050859982,-9.818957136537001,-9.818957136537001,-9.818957136537001,0.0,0.0,0.0,-2.2077985879814697,-2.2077985879814697,-2.2077985879814697,-1.5558443263415103,-1.5558443263415103,-1.5558443263415103,0.0,0.0,0.0,8.70374639101716
2019-05-25,22.284932850384042,-10.848843367510103,18.684378929479116,22.284932850384042,22.284932850384042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.166826056312175,-18.166826056312175,-18.166826056312175,-9.818957136537001,-9.818957136537001,-9.818957136537001,0.0,0.0,0.0,-6.565658711274204,-6.565658711274204,-6.565658711274204,-1.782210208500966,-1.782210208500966,-1.782210208500966,0.0,0.0,0.0,4.118106794071867
2019-05-26,22.283519258890937,-3.4081037476491947,26.78152910369724,22.283519258890937,22.283519258890937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.550586980461524,-10.550586980461524,-10.550586980461524,-9.818957136537001,-9.818957136537001,-9.818957136537001,0.0,0.0,0.0,1.2273696425912148,1.2273696425912148,1.2273696425912148,-1.9589994865157383,-1.9589994865157383,-1.9589994865157383,0.0,0.0,0.0,11.732932278429413
